0	0.12678766558067114
1	0.07249966562104897
2	0.05604822123016123
3	0.04780861915373104
4	0.04167371175777337
5	0.035941320910419246
6	0.031651175878281014
7	0.030220286329326676
8	0.028617790979086805
9	0.026446220508407423
10	0.02440713981077937
11	0.022383200801500035
12	0.02185450351665712
13	0.020016050189649647
14	0.020014788382287253
15	0.01933719782868189
16	0.019064647438404872
17	0.018268446992734513
18	0.017672873917684736
19	0.016674784294031398
20	0.01635680883870821
21	0.015342315719343759
22	0.014976391584249616
23	0.014443908877319517
24	0.014194071019565584
25	0.013853383031719313
26	0.01384202676545777
27	0.013425630335867883
28	0.013336042013137938
29	0.013084942348021612
30	0.008669878387006412
31	0.006659819258713411
32	0.006126074744420919
33	0.005298329114690719
34	0.005339968757649707
35	0.0050825600557214135
36	0.004946284860582905
37	0.004600549643287059
38	0.004304024913124563
39	0.004508437705832326
40	0.004102135735141587
41	0.004090779468880045
42	0.004088255854155258
43	0.0038194908859654213
44	0.003948195236929569
45	0.003675644846652551
46	0.0032945790232096848
47	0.0033008880600216527
48	0.0031810163605942607
49	0.003215085159378888
50	0.003038432128643784
51	0.0030939516525891027
52	0.002865564519995861
53	0.00276335812364198
54	0.00276335812364198
55	0.002685126067173577
56	0.002586705092906876
57	0.0026005849738932056
58	0.002455477127217942
59	0.0025021639996265052
60	0.0023015366290059227
61	0.002008797320930608
62	0.0017349851232911974
63	0.0016643239109971559
64	0.0016088043870518375
65	0.0015494994410193384
66	0.0015734737809048169
67	0.0015141688348723177
68	0.0014636965403765738
69	0.0014523402741150313
70	0.001369060988197054
71	0.001406915209068862
72	0.0012895671243662572
73	0.0012895671243662572
74	0.0012327857930585454
75	0.0011974551869115245
76	0.0011722190396636525
77	0.001177266269113227
78	0.001155815543952536
79	0.0012125968752602478
80	0.0010939869831952495
81	0.0011482446997781743
82	0.0010473001107866864
83	0.0010838925242961008
84	0.0010107076972772722
85	0.0010637036064978032
86	9.690680543182833E-4
87	0.0010889397537456752
88	0.0010435146886995056
89	0.0012252149488841838
